Region,State,Date,EVs
Landkreis Saarlouis,Saarland,2018-10-01,2
Landkreis Saarpfalz-Kreis,Saarland,2018-10-01,16
Landkreis St. Wendel,Saarland,2018-10-01,3
Kreisfreie Stadt Chemnitz,Sachsen,2018-10-01,65
Kreisfreie Stadt Dresden,Sachsen,2018-10-01,29
Kreisfreie Stadt Leipzig,Sachsen,2018-10-01,104
Landkreis Bautzen,Sachsen,2018-10-01,27
Landkreis Erzgebirgskreis,Sachsen,2018-10-01,24
Landkreis Görlitz,Sachsen,2018-10-01,12
Landkreis Leipzig,Sachsen,2018-10-01,43
Landkreis Meißen,Sachsen,2018-10-01,18
Landkreis Mittelsachsen,Sachsen,2018-10-01,22
Landkreis Nordsachsen,Sachsen,2018-10-01,13
Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen,2018-10-01,15
Landkreis Vogtlandkreis,Sachsen,2018-10-01,37
Landkreis Zwickau,Sachsen,2018-10-01,28
Kreisfreie Stadt Dessau-Roßlau,Sachsen-Anhalt,2018-10-01,2
Kreisfreie Stadt Halle (Saale),Sachsen-Anhalt,2018-10-01,39
Kreisfreie Stadt Magdeburg,Sachsen-Anhalt,2018-10-01,33
Landkreis Altmarkkreis Salzwedel,Sachsen-Anhalt,2018-10-01,6
Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt,2018-10-01,26
Landkreis Börde,Sachsen-Anhalt,2018-10-01,23
Landkreis Burgenlandkreis,Sachsen-Anhalt,2018-10-01,15
Landkreis Harz,Sachsen-Anhalt,2018-10-01,14
Landkreis Jerichower Land,Sachsen-Anhalt,2018-10-01,6
Landkreis Mansfeld-Südharz,Sachsen-Anhalt,2018-10-01,26
Landkreis Saalekreis,Sachsen-Anhalt,2018-10-01,28
Landkreis Salzlandkreis,Sachsen-Anhalt,2018-10-01,23
Landkreis Stendal,Sachsen-Anhalt,2018-10-01,2
Landkreis Wittenberg,Sachsen-Anhalt,2018-10-01,14
Kreis Dithmarschen,Schleswig-Holstein,2018-10-01,74
Kreis Herzogtum Lauenburg,Schleswig-Holstein,2018-10-01,53
Kreis Nordfriesland,Schleswig-Holstein,2018-10-01,118
Kreis Ostholstein,Schleswig-Holstein,2018-10-01,92
Kreis Pinneberg,Schleswig-Holstein,2018-10-01,76
Kreis Plön,Schleswig-Holstein,2018-10-01,8
Kreis Rendsburg-Eckernförde,Schleswig-Holstein,2018-10-01,53
Kreis Schleswig-Flensburg,Schleswig-Holstein,2018-10-01,36
Kreis Segeberg,Schleswig-Holstein,2018-10-01,80
Kreis Steinburg,Schleswig-Holstein,2018-10-01,28
Kreis Stormarn,Schleswig-Holstein,2018-10-01,65
Kreisfreie Stadt Flensburg,Schleswig-Holstein,2018-10-01,11
Kreisfreie Stadt Kiel,Schleswig-Holstein,2018-10-01,50
Kreisfreie Stadt Lübeck,Schleswig-Holstein,2018-10-01,30
Kreisfreie Stadt Neumünster,Schleswig-Holstein,2018-10-01,23
Kreisfreie Stadt Erfurt,Thüringen,2018-10-01,68
Kreisfreie Stadt Gera,Thüringen,2018-10-01,19
Kreisfreie Stadt Jena,Thüringen,2018-10-01,23
Kreisfreie Stadt Suhl,Thüringen,2018-10-01,10
Kreisfreie Stadt Weimar,Thüringen,2018-10-01,19
Landkreis Altenburger Land,Thüringen,2018-10-01,18
Landkreis Eichsfeld,Thüringen,2018-10-01,44
Landkreis Gotha,Thüringen,2018-10-01,24
Landkreis Greiz,Thüringen,2018-10-01,8
Landkreis Hildburghausen,Thüringen,2018-10-01,10
Landkreis Ilm-Kreis,Thüringen,2018-10-01,27
Landkreis Kyffhäuserkreis,Thüringen,2018-10-01,17
Landkreis Nordhausen,Thüringen,2018-10-01,22
Landkreis Saale-Holzland-Kreis,Thüringen,2018-10-01,40
Landkreis Saale-Orla-Kreis,Thüringen,2018-10-01,16
Landkreis Saalfeld-Rudolstadt,Thüringen,2018-10-01,16
Landkreis Schmalkalden-Meiningen,Thüringen,2018-10-01,23
Landkreis Sömmerda,Thüringen,2018-10-01,6
Landkreis Sonneberg,Thüringen,2018-10-01,10
Landkreis Unstrut-Hainich-Kreis,Thüringen,2018-10-01,30
Landkreis Wartburgkreis,Thüringen,2018-10-01,43
Landkreis Weimarer Land,Thüringen,2018-10-01,24
Summe,,2018-10-01,0
Landkreis Alb-Donau-Kreis,Baden-Württemberg,2019-01-01,54
Landkreis Biberach,Baden-Württemberg,2019-01-01,31
Landkreis Böblingen,Baden-Württemberg,2019-01-01,67
Landkreis Bodenseekreis,Baden-Württemberg,2019-01-01,125
Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg,2019-01-01,60
Landkreis Calw,Baden-Württemberg,2019-01-01,96
Landkreis Emmendingen,Baden-Württemberg,2019-01-01,25
Landkreis Enzkreis,Baden-Württemberg,2019-01-01,44
Landkreis Esslingen,Baden-Württemberg,2019-01-01,126
Landkreis Freudenstadt,Baden-Württemberg,2019-01-01,30
Landkreis Göppingen,Baden-Württemberg,2019-01-01,61
Landkreis Heidenheim,Baden-Württemberg,2019-01-01,55
Landkreis Heilbronn,Baden-Württemberg,2019-01-01,87
Landkreis Hohenlohekreis,Baden-Württemberg,2019-01-01,32
Landkreis Karlsruhe,Baden-Württemberg,2019-01-01,232
Landkreis Konstanz,Baden-Württemberg,2019-01-01,43
Landkreis Lörrach,Baden-Württemberg,2019-01-01,68
Landkreis Ludwigsburg,Baden-Württemberg,2019-01-01,210
Landkreis Main-Tauber-Kreis,Baden-Württemberg,2019-01-01,51
Landkreis Neckar-Odenwald-Kreis,Baden-Württemberg,2019-01-01,16
Landkreis Ortenaukreis,Baden-Württemberg,2019-01-01,104
Landkreis Ostalbkreis,Baden-Württemberg,2019-01-01,54
Landkreis Rastatt,Baden-Württemberg,2019-01-01,42
Landkreis Ravensburg,Baden-Württemberg,2019-01-01,64
Landkreis Rems-Murr-Kreis,Baden-Württemberg,2019-01-01,76
Landkreis Reutlingen,Baden-Württemberg,2019-01-01,55
Landkreis Rhein-Neckar-Kreis,Baden-Württemberg,2019-01-01,112
Landkreis Rottweil,Baden-Württemberg,2019-01-01,65
Landkreis Schwäbisch Hall,Baden-Württemberg,2019-01-01,49
Landkreis Schwarzwald-Baar-Kreis,Baden-Württemberg,2019-01-01,78
Landkreis Sigmaringen,Baden-Württemberg,2019-01-01,24
Landkreis Tübingen,Baden-Württemberg,2019-01-01,37
Landkreis Tuttlingen,Baden-Württemberg,2019-01-01,42
Landkreis Waldshut,Baden-Württemberg,2019-01-01,79
Landkreis Zollernalbkreis,Baden-Württemberg,2019-01-01,34
Stadtkreis Baden-Baden,Baden-Württemberg,2019-01-01,18
Stadtkreis Freiburg im Breisgau,Baden-Württemberg,2019-01-01,31
Stadtkreis Heidelberg,Baden-Württemberg,2019-01-01,23
Stadtkreis Heilbronn,Baden-Württemberg,2019-01-01,15
Stadtkreis Karlsruhe,Baden-Württemberg,2019-01-01,16
Stadtkreis Mannheim,Baden-Württemberg,2019-01-01,35
Stadtkreis Pforzheim,Baden-Württemberg,2019-01-01,7
Stadtkreis Stuttgart,Baden-Württemberg,2019-01-01,119
Stadtkreis Ulm,Baden-Württemberg,2019-01-01,100
Kreisfreie Stadt Amberg,Bayern,2019-01-01,0
Kreisfreie Stadt Ansbach,Bayern,2019-01-01,20
Kreisfreie Stadt Aschaffenburg,Bayern,2019-01-01,16
Kreisfreie Stadt Augsburg,Bayern,2019-01-01,83
Kreisfreie Stadt Bamberg,Bayern,2019-01-01,42
Kreisfreie Stadt Bayreuth,Bayern,2019-01-01,27
Kreisfreie Stadt Coburg,Bayern,2019-01-01,31
Kreisfreie Stadt Erlangen,Bayern,2019-01-01,19
Kreisfreie Stadt Fürth,Bayern,2019-01-01,37
Kreisfreie Stadt Hof,Bayern,2019-01-01,16
Kreisfreie Stadt Ingolstadt,Bayern,2019-01-01,72
Kreisfreie Stadt Kaufbeuren,Bayern,2019-01-01,16
Kreisfreie Stadt Kempten (Allgäu),Bayern,2019-01-01,20
Kreisfreie Stadt Landshut,Bayern,2019-01-01,23
Kreisfreie Stadt Memmingen,Bayern,2019-01-01,13
Kreisfreie Stadt München,Bayern,2019-01-01,759
Kreisfreie Stadt Nürnberg,Bayern,2019-01-01,63
Kreisfreie Stadt Passau,Bayern,2019-01-01,32
Kreisfreie Stadt Regensburg,Bayern,2019-01-01,121
Kreisfreie Stadt Rosenheim,Bayern,2019-01-01,4
Kreisfreie Stadt Schwabach,Bayern,2019-01-01,16
Kreisfreie Stadt Schweinfurt,Bayern,2019-01-01,25
Kreisfreie Stadt Straubing,Bayern,2019-01-01,28
Kreisfreie Stadt Weiden i.d. OPf.,Bayern,2019-01-01,13
Kreisfreie Stadt Würzburg,Bayern,2019-01-01,36
Landkreis Aichach-Friedberg,Bayern,2019-01-01,23
Landkreis Altötting,Bayern,2019-01-01,56
Landkreis Amberg-Sulzbach,Bayern,2019-01-01,10
Landkreis Ansbach,Bayern,2019-01-01,62
Landkreis Aschaffenburg,Bayern,2019-01-01,42
Landkreis Augsburg,Bayern,2019-01-01,69
Landkreis Bad Kissingen,Bayern,2019-01-01,34
Landkreis Bad Tölz-Wolfratshausen,Bayern,2019-01-01,38
Landkreis Bamberg,Bayern,2019-01-01,11
Landkreis Bayreuth,Bayern,2019-01-01,30
Landkreis Berchtesgadener Land,Bayern,2019-01-01,40
Landkreis Cham,Bayern,2019-01-01,42
Landkreis Coburg,Bayern,2019-01-01,8
Landkreis Dachau,Bayern,2019-01-01,8
Landkreis Deggendorf,Bayern,2019-01-01,96
Landkreis Dillingen a.d. Donau,Bayern,2019-01-01,19
Landkreis Dingolfing-Landau,Bayern,2019-01-01,8
Landkreis Donau-Ries,Bayern,2019-01-01,28
Landkreis Ebersberg,Bayern,2019-01-01,19
Landkreis Eichstätt,Bayern,2019-01-01,38
Landkreis Erding,Bayern,2019-01-01,33
Landkreis Erlangen-Höchstadt,Bayern,2019-01-01,24
Landkreis Forchheim,Bayern,2019-01-01,48
Landkreis Freising,Bayern,2019-01-01,51
Landkreis Freyung-Grafenau,Bayern,2019-01-01,81
Landkreis Fürstenfeldbruck,Bayern,2019-01-01,25
Landkreis Fürth,Bayern,2019-01-01,42
Landkreis Garmisch-Partenkirchen,Bayern,2019-01-01,27
Landkreis Günzburg,Bayern,2019-01-01,58
Landkreis Haßberge,Bayern,2019-01-01,30
Landkreis Hof,Bayern,2019-01-01,21
Landkreis Kelheim,Bayern,2019-01-01,8
Landkreis Kitzingen,Bayern,2019-01-01,48
Landkreis Kronach,Bayern,2019-01-01,7
Landkreis Kulmbach,Bayern,2019-01-01,30
Landkreis Landsberg am Lech,Bayern,2019-01-01,37
Landkreis Landshut,Bayern,2019-01-01,43
Landkreis Lichtenfels,Bayern,2019-01-01,6
Landkreis Lindau (Bodensee),Bayern,2019-01-01,48
Landkreis Main-Spessart,Bayern,2019-01-01,28
Landkreis Miesbach,Bayern,2019-01-01,27
Landkreis Miltenberg,Bayern,2019-01-01,16
Landkreis Mühldorf a. Inn,Bayern,2019-01-01,34
Landkreis München,Bayern,2019-01-01,62
Landkreis Neuburg-Schrobenhausen,Bayern,2019-01-01,17
Landkreis Neumarkt i.d. OPf.,Bayern,2019-01-01,66
Landkreis Neustadt a.d. Aisch-Bad Windsheim,Bayern,2019-01-01,48
Landkreis Neustadt a.d. Waldnaab,Bayern,2019-01-01,30
Landkreis Neu-Ulm,Bayern,2019-01-01,47
Landkreis Nürnberger Land,Bayern,2019-01-01,70
Landkreis Oberallgäu,Bayern,2019-01-01,59
Landkreis Ostallgäu,Bayern,2019-01-01,55
Landkreis Passau,Bayern,2019-01-01,116
Landkreis Pfaffenhofen a.d. Ilm,Bayern,2019-01-01,18
Landkreis Regen,Bayern,2019-01-01,132
Landkreis Regensburg,Bayern,2019-01-01,68
Landkreis Rhön-Grabfeld,Bayern,2019-01-01,56
Landkreis Rosenheim,Bayern,2019-01-01,84
Landkreis Roth,Bayern,2019-01-01,44
Landkreis Rottal-Inn,Bayern,2019-01-01,29
Landkreis Schwandorf,Bayern,2019-01-01,38
Landkreis Schweinfurt,Bayern,2019-01-01,71
Landkreis Starnberg,Bayern,2019-01-01,13
Landkreis Straubing-Bogen,Bayern,2019-01-01,93
Landkreis Tirschenreuth,Bayern,2019-01-01,16
Landkreis Traunstein,Bayern,2019-01-01,61
Landkreis Unterallgäu,Bayern,2019-01-01,68
Landkreis Weilheim-Schongau,Bayern,2019-01-01,29
Landkreis Weißenburg-Gunzenhausen,Bayern,2019-01-01,12
Landkreis Wunsiedel i. Fichtelgebirge,Bayern,2019-01-01,20
Landkreis Würzburg,Bayern,2019-01-01,57
Kreisfreie Stadt Berlin,Berlin,2019-01-01,775
Kreisfreie Stadt Brandenburg an der Havel,Brandenburg,2019-01-01,1
Kreisfreie Stadt Cottbus,Brandenburg,2019-01-01,4
Kreisfreie Stadt Frankfurt (Oder),Brandenburg,2019-01-01,2
Kreisfreie Stadt Potsdam,Brandenburg,2019-01-01,30
Landkreis Barnim,Brandenburg,2019-01-01,12
Landkreis Dahme-Spreewald,Brandenburg,2019-01-01,26
Landkreis Elbe-Elster,Brandenburg,2019-01-01,11
Landkreis Havelland,Brandenburg,2019-01-01,17
Landkreis Märkisch-Oderland,Brandenburg,2019-01-01,14
Landkreis Oberhavel,Brandenburg,2019-01-01,27
Landkreis Oberspreewald-Lausitz,Brandenburg,2019-01-01,2
Landkreis Oder-Spree,Brandenburg,2019-01-01,15
Landkreis Ostprignitz-Ruppin,Brandenburg,2019-01-01,24
Landkreis Potsdam-Mittelmark,Brandenburg,2019-01-01,54
Landkreis Prignitz,Brandenburg,2019-01-01,2
Landkreis Spree-Neiße,Brandenburg,2019-01-01,18
Landkreis Teltow-Fläming,Brandenburg,2019-01-01,35
Landkreis Uckermark,Brandenburg,2019-01-01,53
Kreisfreie Stadt Bremen,Bremen,2019-01-01,80
Kreisfreie Stadt Bremerhaven,Bremen,2019-01-01,44
Kreisfreie Stadt Hamburg,Hamburg,2019-01-01,910
Kreisfreie Stadt Darmstadt,Hessen,2019-01-01,69
Kreisfreie Stadt Frankfurt am Main,Hessen,2019-01-01,86
Kreisfreie Stadt Kassel,Hessen,2019-01-01,32
Kreisfreie Stadt Offenbach am Main,Hessen,2019-01-01,8
Kreisfreie Stadt Wiesbaden,Hessen,2019-01-01,111
Landkreis Bergstraße,Hessen,2019-01-01,70
Landkreis Darmstadt-Dieburg,Hessen,2019-01-01,135
Landkreis Fulda,Hessen,2019-01-01,92
Landkreis Gießen,Hessen,2019-01-01,46
Landkreis Groß-Gerau,Hessen,2019-01-01,66
Landkreis Hersfeld-Rotenburg,Hessen,2019-01-01,27
Landkreis Hochtaunuskreis,Hessen,2019-01-01,41
Landkreis Kassel,Hessen,2019-01-01,103
Landkreis Lahn-Dill-Kreis,Hessen,2019-01-01,35
Landkreis Limburg-Weilburg,Hessen,2019-01-01,81
Landkreis Main-Kinzig-Kreis,Hessen,2019-01-01,90
Landkreis Main-Taunus-Kreis,Hessen,2019-01-01,43
Landkreis Marburg-Biedenkopf,Hessen,2019-01-01,59
Landkreis Odenwaldkreis,Hessen,2019-01-01,43
Landkreis Offenbach,Hessen,2019-01-01,102
Landkreis Rheingau-Taunus-Kreis,Hessen,2019-01-01,47
Landkreis Schwalm-Eder-Kreis,Hessen,2019-01-01,49
Landkreis Vogelsbergkreis,Hessen,2019-01-01,63
Landkreis Waldeck-Frankenberg,Hessen,2019-01-01,18
Landkreis Werra-Meißner-Kreis,Hessen,2019-01-01,23
Landkreis Wetteraukreis,Hessen,2019-01-01,73
Kreisfreie Stadt Rostock,Mecklenburg-Vorpommern,2019-01-01,28
Kreisfreie Stadt Schwerin,Mecklenburg-Vorpommern,2019-01-01,0
Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern,2019-01-01,35
Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,2019-01-01,24
Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern,2019-01-01,38
Landkreis Rostock,Mecklenburg-Vorpommern,2019-01-01,30
Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,2019-01-01,31
Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,2019-01-01,34
Kreisfreie Stadt Braunschweig,Niedersachsen,2019-01-01,57
Kreisfreie Stadt Delmenhorst,Niedersachsen,2019-01-01,16
Kreisfreie Stadt Emden,Niedersachsen,2019-01-01,26
Kreisfreie Stadt Oldenburg (Oldb),Niedersachsen,2019-01-01,62
Kreisfreie Stadt Osnabrück,Niedersachsen,2019-01-01,9
Kreisfreie Stadt Salzgitter,Niedersachsen,2019-01-01,29
Kreisfreie Stadt Wilhelmshaven,Niedersachsen,2019-01-01,10
Kreisfreie Stadt Wolfsburg,Niedersachsen,2019-01-01,248
Landkreis Ammerland,Niedersachsen,2019-01-01,36
Landkreis Aurich,Niedersachsen,2019-01-01,53
Landkreis Celle,Niedersachsen,2019-01-01,9
Landkreis Cloppenburg,Niedersachsen,2019-01-01,50
Landkreis Cuxhaven,Niedersachsen,2019-01-01,40
Landkreis Diepholz,Niedersachsen,2019-01-01,43
Landkreis Emsland,Niedersachsen,2019-01-01,68
Landkreis Friesland,Niedersachsen,2019-01-01,34
Landkreis Gifhorn,Niedersachsen,2019-01-01,7
Landkreis Goslar,Niedersachsen,2019-01-01,24
Landkreis Göttingen,Niedersachsen,2019-01-01,72
Landkreis Grafschaft Bentheim,Niedersachsen,2019-01-01,48
Landkreis Hameln-Pyrmont,Niedersachsen,2019-01-01,28
Landkreis Harburg,Niedersachsen,2019-01-01,63
Landkreis Heidekreis,Niedersachsen,2019-01-01,28
Landkreis Helmstedt,Niedersachsen,2019-01-01,27
Landkreis Hildesheim,Niedersachsen,2019-01-01,69
Landkreis Holzminden,Niedersachsen,2019-01-01,24
Landkreis Leer,Niedersachsen,2019-01-01,70
Landkreis Lüchow-Dannenberg,Niedersachsen,2019-01-01,5
Landkreis Lüneburg,Niedersachsen,2019-01-01,45
Landkreis Nienburg (Weser),Niedersachsen,2019-01-01,57
Landkreis Northeim,Niedersachsen,2019-01-01,42
Landkreis Oldenburg,Niedersachsen,2019-01-01,59
Landkreis Osnabrück,Niedersachsen,2019-01-01,83
Landkreis Osterholz,Niedersachsen,2019-01-01,23
Landkreis Peine,Niedersachsen,2019-01-01,9
Landkreis Region Hannover,Niedersachsen,2019-01-01,135
Landkreis Rotenburg (Wümme),Niedersachsen,2019-01-01,64
Landkreis Schaumburg,Niedersachsen,2019-01-01,66
Landkreis Stade,Niedersachsen,2019-01-01,36
Landkreis Uelzen,Niedersachsen,2019-01-01,7
Landkreis Vechta,Niedersachsen,2019-01-01,58
Landkreis Verden,Niedersachsen,2019-01-01,25
Landkreis Wesermarsch,Niedersachsen,2019-01-01,23
Landkreis Wittmund,Niedersachsen,2019-01-01,20
Landkreis Wolfenbüttel,Niedersachsen,2019-01-01,20
Kreis Borken,Nordrhein-Westfalen,2019-01-01,98
Kreis Coesfeld,Nordrhein-Westfalen,2019-01-01,52
Kreis Düren,Nordrhein-Westfalen,2019-01-01,51
Kreis Ennepe-Ruhr-Kreis,Nordrhein-Westfalen,2019-01-01,65
Kreis Euskirchen,Nordrhein-Westfalen,2019-01-01,83
Kreis Gütersloh,Nordrhein-Westfalen,2019-01-01,84
Kreis Heinsberg,Nordrhein-Westfalen,2019-01-01,39
Kreis Herford,Nordrhein-Westfalen,2019-01-01,40
Kreis Hochsauerlandkreis,Nordrhein-Westfalen,2019-01-01,57
Kreis Höxter,Nordrhein-Westfalen,2019-01-01,25
Kreis Kleve,Nordrhein-Westfalen,2019-01-01,72
Kreis Lippe,Nordrhein-Westfalen,2019-01-01,97
Kreis Märkischer Kreis,Nordrhein-Westfalen,2019-01-01,46
Kreis Mettmann,Nordrhein-Westfalen,2019-01-01,89
Kreis Minden-Lübbecke,Nordrhein-Westfalen,2019-01-01,38
Kreis Oberbergischer Kreis,Nordrhein-Westfalen,2019-01-01,56
Kreis Olpe,Nordrhein-Westfalen,2019-01-01,40
Kreis Paderborn,Nordrhein-Westfalen,2019-01-01,54
Kreis Recklinghausen,Nordrhein-Westfalen,2019-01-01,77
Kreis Rhein-Erft-Kreis,Nordrhein-Westfalen,2019-01-01,73
Kreis Rheinisch-Bergischer Kreis,Nordrhein-Westfalen,2019-01-01,57
Kreis Rhein-Kreis Neuss,Nordrhein-Westfalen,2019-01-01,72
Kreis Rhein-Sieg-Kreis,Nordrhein-Westfalen,2019-01-01,170
Kreis Siegen-Wittgenstein,Nordrhein-Westfalen,2019-01-01,41
Kreis Soest,Nordrhein-Westfalen,2019-01-01,47
Kreis Städteregion Aachen,Nordrhein-Westfalen,2019-01-01,194
Kreis Steinfurt,Nordrhein-Westfalen,2019-01-01,83
Kreis Unna,Nordrhein-Westfalen,2019-01-01,54
Kreis Viersen,Nordrhein-Westfalen,2019-01-01,79
Kreis Warendorf,Nordrhein-Westfalen,2019-01-01,65
Kreis Wesel,Nordrhein-Westfalen,2019-01-01,65
Kreisfreie Stadt Bielefeld,Nordrhein-Westfalen,2019-01-01,84
Kreisfreie Stadt Bochum,Nordrhein-Westfalen,2019-01-01,100
Kreisfreie Stadt Bonn,Nordrhein-Westfalen,2019-01-01,49
Kreisfreie Stadt Bottrop,Nordrhein-Westfalen,2019-01-01,35
Kreisfreie Stadt Dortmund,Nordrhein-Westfalen,2019-01-01,174
Kreisfreie Stadt Duisburg,Nordrhein-Westfalen,2019-01-01,35
Kreisfreie Stadt Düsseldorf,Nordrhein-Westfalen,2019-01-01,202
Kreisfreie Stadt Essen,Nordrhein-Westfalen,2019-01-01,127
Kreisfreie Stadt Gelsenkirchen,Nordrhein-Westfalen,2019-01-01,27
Kreisfreie Stadt Hagen,Nordrhein-Westfalen,2019-01-01,26
Kreisfreie Stadt Hamm,Nordrhein-Westfalen,2019-01-01,28
Kreisfreie Stadt Herne,Nordrhein-Westfalen,2019-01-01,22
Kreisfreie Stadt Köln,Nordrhein-Westfalen,2019-01-01,231
Kreisfreie Stadt Krefeld,Nordrhein-Westfalen,2019-01-01,14
Kreisfreie Stadt Leverkusen,Nordrhein-Westfalen,2019-01-01,18
Kreisfreie Stadt Mönchengladbach,Nordrhein-Westfalen,2019-01-01,36
Kreisfreie Stadt Mülheim an der Ruhr,Nordrhein-Westfalen,2019-01-01,41
Kreisfreie Stadt Münster,Nordrhein-Westfalen,2019-01-01,27
Kreisfreie Stadt Oberhausen,Nordrhein-Westfalen,2019-01-01,26
Kreisfreie Stadt Remscheid,Nordrhein-Westfalen,2019-01-01,8
Kreisfreie Stadt Solingen,Nordrhein-Westfalen,2019-01-01,39
Kreisfreie Stadt Wuppertal,Nordrhein-Westfalen,2019-01-01,62
Kreisfreie Stadt Frankenthal (Pfalz),Rheinland-Pfalz,2019-01-01,8
Kreisfreie Stadt Kaiserslautern,Rheinland-Pfalz,2019-01-01,46
Kreisfreie Stadt Koblenz,Rheinland-Pfalz,2019-01-01,6
Kreisfreie Stadt Landau in der Pfalz,Rheinland-Pfalz,2019-01-01,58
Kreisfreie Stadt Ludwigshafen am Rhein,Rheinland-Pfalz,2019-01-01,20
Kreisfreie Stadt Mainz,Rheinland-Pfalz,2019-01-01,51
Kreisfreie Stadt Neustadt an der Weinstraße,Rheinland-Pfalz,2019-01-01,30
Kreisfreie Stadt Pirmasens,Rheinland-Pfalz,2019-01-01,0
Kreisfreie Stadt Speyer,Rheinland-Pfalz,2019-01-01,21
Kreisfreie Stadt Trier,Rheinland-Pfalz,2019-01-01,38
Kreisfreie Stadt Worms,Rheinland-Pfalz,2019-01-01,16
Kreisfreie Stadt Zweibrücken,Rheinland-Pfalz,2019-01-01,0
Landkreis Ahrweiler,Rheinland-Pfalz,2019-01-01,20
Landkreis Altenkirchen (Westerwald),Rheinland-Pfalz,2019-01-01,15
Landkreis Alzey-Worms,Rheinland-Pfalz,2019-01-01,37
Landkreis Bad Dürkheim,Rheinland-Pfalz,2019-01-01,33
Landkreis Bad Kreuznach,Rheinland-Pfalz,2019-01-01,16
Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,2019-01-01,22
Landkreis Birkenfeld,Rheinland-Pfalz,2019-01-01,18
Landkreis Cochem-Zell,Rheinland-Pfalz,2019-01-01,4
Landkreis Donnersbergkreis,Rheinland-Pfalz,2019-01-01,20
Landkreis Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,2019-01-01,22
Landkreis Germersheim,Rheinland-Pfalz,2019-01-01,24
Landkreis Kaiserslautern,Rheinland-Pfalz,2019-01-01,7
Landkreis Kusel,Rheinland-Pfalz,2019-01-01,18
Landkreis Mainz-Bingen,Rheinland-Pfalz,2019-01-01,33
Landkreis Mayen-Koblenz,Rheinland-Pfalz,2019-01-01,52
Landkreis Neuwied,Rheinland-Pfalz,2019-01-01,35
Landkreis Rhein-Hunsrück-Kreis,Rheinland-Pfalz,2019-01-01,24
Landkreis Rhein-Lahn-Kreis,Rheinland-Pfalz,2019-01-01,6
Landkreis Rhein-Pfalz-Kreis,Rheinland-Pfalz,2019-01-01,20
Landkreis Südliche Weinstraße,Rheinland-Pfalz,2019-01-01,44
Landkreis Südwestpfalz,Rheinland-Pfalz,2019-01-01,8
Landkreis Trier-Saarburg,Rheinland-Pfalz,2019-01-01,22
Landkreis Vulkaneifel,Rheinland-Pfalz,2019-01-01,15
Landkreis Westerwaldkreis,Rheinland-Pfalz,2019-01-01,20
Landkreis Merzig-Wadern,Saarland,2019-01-01,9
Landkreis Neunkirchen,Saarland,2019-01-01,11
Landkreis Regionalverband Saarbrücken,Saarland,2019-01-01,31
Landkreis Saarlouis,Saarland,2019-01-01,6
Landkreis Saarpfalz-Kreis,Saarland,2019-01-01,21
Landkreis St. Wendel,Saarland,2019-01-01,5
Kreisfreie Stadt Chemnitz,Sachsen,2019-01-01,69
Kreisfreie Stadt Dresden,Sachsen,2019-01-01,48
Kreisfreie Stadt Leipzig,Sachsen,2019-01-01,112
Landkreis Bautzen,Sachsen,2019-01-01,38
Landkreis Erzgebirgskreis,Sachsen,2019-01-01,27
Landkreis Görlitz,Sachsen,2019-01-01,14
Landkreis Leipzig,Sachsen,2019-01-01,59
Landkreis Meißen,Sachsen,2019-01-01,26
Landkreis Mittelsachsen,Sachsen,2019-01-01,26
Landkreis Nordsachsen,Sachsen,2019-01-01,13
Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen,2019-01-01,21
Landkreis Vogtlandkreis,Sachsen,2019-01-01,49
Landkreis Zwickau,Sachsen,2019-01-01,38
Kreisfreie Stadt Dessau-Roßlau,Sachsen-Anhalt,2019-01-01,4
Kreisfreie Stadt Halle (Saale),Sachsen-Anhalt,2019-01-01,43
Kreisfreie Stadt Magdeburg,Sachsen-Anhalt,2019-01-01,40
Landkreis Altmarkkreis Salzwedel,Sachsen-Anhalt,2019-01-01,6
Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt,2019-01-01,28
Landkreis Börde,Sachsen-Anhalt,2019-01-01,39
Landkreis Burgenlandkreis,Sachsen-Anhalt,2019-01-01,21
Landkreis Harz,Sachsen-Anhalt,2019-01-01,16
Landkreis Jerichower Land,Sachsen-Anhalt,2019-01-01,6
Landkreis Mansfeld-Südharz,Sachsen-Anhalt,2019-01-01,34
Landkreis Saalekreis,Sachsen-Anhalt,2019-01-01,32
Landkreis Salzlandkreis,Sachsen-Anhalt,2019-01-01,31
Landkreis Stendal,Sachsen-Anhalt,2019-01-01,10
Landkreis Wittenberg,Sachsen-Anhalt,2019-01-01,22
Kreis Dithmarschen,Schleswig-Holstein,2019-01-01,82
Kreis Herzogtum Lauenburg,Schleswig-Holstein,2019-01-01,57
Kreis Nordfriesland,Schleswig-Holstein,2019-01-01,123
Kreis Ostholstein,Schleswig-Holstein,2019-01-01,148
